Gene	logFC KO/WT	logCPM	pVal.Cmn	adj.pVal.Cmn	pVal.Tgw	adj.pVal.Tgw	Cmn.Disp	Tgw.Disp	UpDown.Cmn	UpDown.Tgw	WT #1 FPKM	WT #2 FPKM	WT #3 FPKM	KO CLONE1 FPKM	KO CLONE2 FPKM	KO CLONE3 FPKM	geneName
ENSG00000167193	0.134624003	6.612541547	0.516663409	0.718764861	0.420231594	0.628223202	0.030544097	0.030544097	0	0	2529	1721	3511	3222	3563	3210	CRK
ENSG00000179841	0.134810931	0.884966443	0.649385299	0.81344642	0.675649934	0.822533176	0.030544097	0.030544097	0	0	38	35	68	78	54	51	AKAP5
ENSG00000166845	0.134839936	5.075929279	0.521355368	0.722501748	0.4640523	0.665136895	0.030544097	0.030544097	0	0	754	609	1337	1379	1207	884	C18orf54
ENSG00000136874	0.134942625	4.917026234	0.520819568	0.722044142	0.426483247	0.632921683	0.030544097	0.030544097	0	0	765	502	1158	1101	1030	959	STX17
ENSG00000153093	0.135010799	1.892674804	0.580963959	0.766183036	0.62090233	0.785027084	0.030544097	0.030544097	0	0	75	71	144	143	93	137	ACOXL
ENSG00000174950	0.135163971	0.861536478	0.619899401	0.795428095	0.638161491	0.797730256	0.030544097	0.030544097	0	0	44	27	70	56	63	60	CD164L2
ENSG00000101654	0.135206684	6.575611087	0.514865266	0.717550313	0.423849133	0.631012359	0.030544097	0.030544097	0	0	2287	1695	3633	3733	2949	3100	RNMT
ENSG00000143772	0.135257208	1.674725193	0.58600592	0.770229338	0.603185434	0.773084023	0.030544097	0.030544097	0	0	69	61	117	108	95	116	ITPKB
ENSG00000171612	0.135303965	2.621744085	0.533346136	0.732614306	0.557381307	0.740224295	0.030544097	0.030544097	0	0	142	85	279	219	197	208	SLC25A33
ENSG00000137822	0.135307502	4.206350323	0.523289979	0.724610904	0.485999208	0.681721446	0.030544097	0.030544097	0	0	434	301	761	744	539	606	TUBGCP4
ENSG00000137693	0.135422829	6.980243444	0.512598905	0.715875277	0.479275757	0.677133537	0.030544097	0.030544097	0	0	3049	1947	5375	4049	3869	4932	YAP1
ENSG00000022267	0.135613552	3.056801871	0.533822487	0.732695486	0.573764343	0.751833106	0.030544097	0.030544097	0	0	228	127	310	237	386	222	FHL1
ENSG00000107104	0.135666812	4.350472507	0.52626086	0.727004873	0.509310995	0.701795082	0.030544097	0.030544097	0	0	558	373	655	772	522	784	KANK1
ENSG00000140718	0.135682803	4.913602438	0.519883342	0.721386921	0.421465721	0.629064008	0.030544097	0.030544097	0	0	807	521	1054	1084	1001	995	FTO
ENSG00000165417	0.135701142	6.938739444	0.513342113	0.716557035	0.48286051	0.679818044	0.030544097	0.030544097	0	0	2837	2454	4270	4116	5250	3222	GTF2A1
ENSG00000068078	0.135735418	2.657759517	0.527587848	0.727693087	0.557202484	0.740056774	0.030544097	0.030544097	0	0	171	85	256	180	237	220	FGFR3
ENSG00000173163	0.135766802	2.730802568	0.546916927	0.743163118	0.525387424	0.714555381	0.030544097	0.030544097	0	0	160	116	248	248	216	210	COMMD1
ENSG00000147164	0.135930298	4.054755679	0.516534151	0.718764861	0.534456491	0.722462378	0.030544097	0.030544097	0	0	356	237	797	548	640	508	SNX12
ENSG00000086666	0.135948992	5.961698831	0.51447828	0.717501328	0.392498885	0.604122312	0.030544097	0.030544097	0	0	1548	1131	2248	2244	2222	1919	ZFAND6
ENSG00000235957	0.136065897	3.095313572	0.515097086	0.717651876	0.598228377	0.768955278	0.030544097	0.030544097	0	0	174	94	468	318	287	267	COX7CP1
ENSG00000036054	0.136161495	5.578990494	0.514885587	0.717550313	0.388140581	0.600175991	0.030544097	0.030544097	0	0	1218	839	1736	1717	1619	1555	TBC1D23
ENSG00000155621	0.136200819	3.830474943	0.533279514	0.732594427	0.489604254	0.684783011	0.030544097	0.030544097	0	0	363	275	462	569	431	454	C9orf85
ENSG00000080819	0.136295753	8.294504001	0.508953132	0.712264506	0.571451189	0.750256664	0.030544097	0.030544097	0	0	7541	4616	13884	7036	13247	11546	CPOX
ENSG00000084444	0.136304398	4.388099156	0.517240323	0.719068982	0.474285868	0.673619627	0.030544097	0.030544097	0	0	474	328	915	785	706	652	KIAA1467
ENSG00000131375	0.136355454	5.809452788	0.514409625	0.717476808	0.396179751	0.60719323	0.030544097	0.030544097	0	0	1442	1059	1871	2061	1800	1878	CAPN7
ENSG00000112701	0.136448791	7.579360935	0.510085388	0.713286833	0.435267258	0.640409975	0.030544097	0.030544097	0	0	4904	3801	6033	7313	6006	6295	SENP6
ENSG00000118960	0.136470273	3.097761045	0.539113496	0.737077021	0.497519845	0.691653517	0.030544097	0.030544097	0	0	225	144	307	309	294	268	HS1BP3
ENSG00000132881	0.136491178	0.467820312	0.625214884	0.799328239	0.656074592	0.810420153	0.030544097	0.030544097	0	0	24	24	58	49	42	44	RSG1
ENSG00000148841	0.136543263	2.938080406	0.533053161	0.732498367	0.535553424	0.72313096	0.030544097	0.030544097	0	0	194	124	293	217	281	276	ITPRIP
ENSG00000116005	0.136629457	5.722539693	0.514370112	0.717476808	0.414120887	0.62319981	0.030544097	0.030544097	0	0	1345	1040	1693	1773	1722	1891	PCYOX1
ENSG00000138101	0.136674	3.252787068	0.547292042	0.743339322	0.527042446	0.715836052	0.030544097	0.030544097	0	0	260	181	291	386	300	287	DTNB
ENSG00000004866	0.136722014	3.539551063	0.533718397	0.732684776	0.496147157	0.690360069	0.030544097	0.030544097	0	0	273	222	414	428	341	414	ST7
ENSG00000178458	0.136741401	1.786644191	0.597899636	0.77980634	0.768929501	0.882486749	0.030544097	0.030544097	0	0	98	69	91	171	38	138	H3F3AP6
ENSG00000247877	0.136812235	0.38830932	0.67723305	0.832347697	0.688469877	0.831109808	0.030544097	0.030544097	0	0	31	25	41	45	42	40	CTD-2001C12.1
ENSG00000169016	0.136830108	3.883249296	0.517652753	0.719223909	0.499471387	0.693131882	0.030544097	0.030544097	0	0	359	213	642	571	501	439	E2F6
ENSG00000184887	0.137149502	3.692496279	0.514922032	0.717550313	0.554412873	0.737816602	0.030544097	0.030544097	0	0	327	177	562	332	472	503	BTBD6
ENSG00000174721	0.13715537	0.159563509	0.673342186	0.829945459	0.691196617	0.833041358	0.030544097	0.030544097	0	0	30	15	39	40	40	28	FGFBP3
ENSG00000163754	0.137217761	4.155496776	0.515181093	0.717697739	0.508290674	0.701133933	0.030544097	0.030544097	0	0	385	277	806	710	522	592	GYG1
ENSG00000152782	0.137246137	2.977364505	0.543684001	0.740953897	0.570330214	0.749691429	0.030544097	0.030544097	0	0	227	137	246	260	210	325	PANK1
ENSG00000122884	0.137282135	5.91280477	0.510322671	0.7134766	0.394443296	0.605721406	0.030544097	0.030544097	0	0	1475	1077	2232	2349	1932	1902	P4HA1
ENSG00000104783	0.137441421	4.33268017	0.516661795	0.718764861	0.496431406	0.690550391	0.030544097	0.030544097	0	0	554	324	728	690	548	810	KCNN4
ENSG00000183155	0.137515053	2.499953971	0.542890013	0.74039911	0.527241831	0.71603763	0.030544097	0.030544097	0	0	148	94	203	202	189	182	RABIF
ENSG00000169660	0.137552253	3.065908059	0.524694091	0.725806289	0.522292171	0.712369773	0.030544097	0.030544097	0	0	243	116	315	266	290	293	HEXDC
ENSG00000197355	0.137573101	1.44973102	0.564970105	0.754767455	0.587493656	0.760515194	0.030544097	0.030544097	0	0	63	37	119	81	82	109	UAP1L1
ENSG00000111530	0.137819549	7.92216735	0.504829368	0.70864715	0.426106941	0.632694392	0.030544097	0.030544097	0	0	5838	4076	9667	9261	7687	7943	CAND1
ENSG00000156795	0.137932585	4.132522521	0.511810347	0.714987246	0.509662182	0.702057788	0.030544097	0.030544097	0	0	379	261	815	686	546	564	WDYHV1
ENSG00000237973	0.137955458	7.476003841	0.50595641	0.709348867	0.520684503	0.710981327	0.030544097	0.030544097	0	0	4118	3981	5340	7386	4419	6461	hsa-mir-6723
ENSG00000259994	0.138134383	2.111418594	0.561675038	0.752901807	0.564865047	0.746212543	0.030544097	0.030544097	0	0	94	80	164	165	141	131	RP11-305E6.4
ENSG00000205885	0.13817007	3.324687764	0.525874849	0.726686	0.500243771	0.693518652	0.030544097	0.030544097	0	0	232	171	398	394	351	280	C1RL-AS1
ENSG00000165355	0.138273941	4.467738354	0.515864193	0.71848294	0.498213546	0.692333725	0.030544097	0.030544097	0	0	533	415	788	584	871	790	FBXO33
ENSG00000186812	0.138279099	4.992758821	0.512245165	0.71546566	0.435100655	0.640386825	0.030544097	0.030544097	0	0	788	592	1118	1181	920	1152	ZNF397
ENSG00000115756	0.138286102	4.362285993	0.516455375	0.718760165	0.457859591	0.659964245	0.030544097	0.030544097	0	0	532	363	726	669	822	610	HPCAL1
ENSG00000112787	0.138353724	2.319710667	0.561290311	0.752901807	0.59029206	0.762241278	0.030544097	0.030544097	0	0	134	90	161	180	128	195	FBRSL1
ENSG00000139112	0.138355832	4.693260833	0.513498118	0.716703583	0.457601268	0.659806125	0.030544097	0.030544097	0	0	653	468	915	762	1021	852	GABARAPL1
ENSG00000046604	0.138376466	7.930409284	0.503289428	0.707680752	0.417303811	0.625777535	0.030544097	0.030544097	0	0	5856	4373	9189	9295	7705	8034	DSG2
ENSG00000124120	0.138405469	4.878722823	0.510473097	0.713586055	0.429846978	0.636030058	0.030544097	0.030544097	0	0	710	504	1142	952	1082	969	TTPAL
ENSG00000214185	0.138521258	3.835438581	0.52073551	0.722044142	0.479314913	0.677133537	0.030544097	0.030544097	0	0	364	243	526	577	501	387	XPOTP1
ENSG00000108852	0.138626475	2.780404025	0.531297958	0.730872866	0.556536248	0.73958955	0.030544097	0.030544097	0	0	162	114	272	191	225	276	MPP2
ENSG00000003756	0.138626605	6.16138473	0.505294492	0.708884724	0.381126506	0.593899529	0.030544097	0.030544097	0	0	1828	1245	2613	2649	2457	2237	RBM5
ENSG00000127837	0.138670225	5.665250304	0.504013999	0.708109676	0.439016051	0.64333505	0.030544097	0.030544097	0	0	1251	726	2224	1751	1721	1718	AAMP
ENSG00000067221	0.138685228	0.824033302	0.612455466	0.790788087	0.639595753	0.798738715	0.030544097	0.030544097	0	0	37	29	71	59	68	48	STOML1
ENSG00000043355	0.138802548	2.838606084	0.546699421	0.743037294	0.592723616	0.764186982	0.030544097	0.030544097	0	0	179	138	234	182	229	307	ZIC2
ENSG00000231579	0.138894323	0.415130118	0.582749705	0.767394203	0.610274132	0.778257725	0.030544097	0.030544097	0	0	31	13	61	55	38	38	RPL7P21
ENSG00000074211	0.139038865	3.786030463	0.516796446	0.718796825	0.486361354	0.681931593	0.030544097	0.030544097	0	0	360	224	517	464	413	525	PPP2R2C
ENSG00000169641	0.139104618	5.708066525	0.506289126	0.7097445	0.3908826	0.602757274	0.030544097	0.030544097	0	0	1391	972	1703	1747	1840	1756	LUZP1
ENSG00000174840	0.139111592	5.957938336	0.503472721	0.7077031	0.393088505	0.604571228	0.030544097	0.030544097	0	0	1637	986	2388	2153	2168	2042	PDE12
ENSG00000099331	0.139115598	4.898606495	0.510509463	0.713586055	0.489182142	0.684669794	0.030544097	0.030544097	0	0	842	541	929	849	970	1206	MYO9B
ENSG00000120942	0.139215201	3.586458379	0.523163129	0.724578097	0.476105909	0.675043986	0.030544097	0.030544097	0	0	281	221	444	415	380	427	UBIAD1
ENSG00000138050	0.139683515	4.915291388	0.509384721	0.712519822	0.453872955	0.656643386	0.030544097	0.030544097	0	0	780	567	1000	1253	824	1019	THUMPD2
ENSG00000176018	0.139759463	6.00380868	0.503535569	0.707720628	0.396628595	0.607600624	0.030544097	0.030544097	0	0	1642	1246	2076	2286	2345	1951	LYSMD3
ENSG00000095951	0.139807159	4.395390271	0.514802205	0.717550313	0.449531106	0.65271452	0.030544097	0.030544097	0	0	547	411	661	736	673	738	HIVEP1
ENSG00000180098	0.139855487	3.798928033	0.51225467	0.71546566	0.470769836	0.67093179	0.030544097	0.030544097	0	0	339	219	568	479	503	439	TRNAU1AP
ENSG00000187790	0.139951326	4.928067086	0.506562327	0.709914961	0.414845541	0.623956121	0.030544097	0.030544097	0	0	772	528	1116	1167	1079	881	FANCM
ENSG00000136813	0.140110947	7.441390989	0.49869825	0.703446028	0.415693903	0.624552017	0.030544097	0.030544097	0	0	4389	3255	5952	6756	5213	5875	KIAA0368
ENSG00000272316	0.140803049	2.143548944	0.569929246	0.758178602	0.580100936	0.7557354	0.030544097	0.030544097	0	0	112	90	132	172	143	132	XXbac-BPGBPG55C20.2
ENSG00000181544	0.140874277	4.24101855	0.507271611	0.710625408	0.478224883	0.676581933	0.030544097	0.030544097	0	0	471	308	740	733	737	475	FANCB
ENSG00000262758	0.140884499	3.018216861	0.535699944	0.734483	0.508944482	0.701496476	0.030544097	0.030544097	0	0	202	157	265	289	256	278	CTD-3195I5.1
ENSG00000250571	0.14104085	2.077843076	0.564999099	0.754767455	0.566816761	0.747179771	0.030544097	0.030544097	0	0	105	84	132	156	134	136	GLI4
ENSG00000256294	0.141206264	2.928590691	0.536917844	0.735506765	0.520464107	0.710828108	0.030544097	0.030544097	0	0	214	140	230	282	257	236	ZNF225
ENSG00000183665	0.141489557	4.229684725	0.510210305	0.7133905	0.432525689	0.638113934	0.030544097	0.030544097	0	0	475	353	631	679	637	603	TRMT12
ENSG00000228253	0.141627126	5.634729864	0.500676131	0.70518996	0.457492374	0.659773419	0.030544097	0.030544097	0	0	1235	1065	1454	1722	1439	1910	MT-ATP8
ENSG00000101294	0.14172363	5.4232385	0.499940075	0.704641134	0.410294843	0.620032483	0.030544097	0.030544097	0	0	1147	793	1395	1772	1385	1262	HM13
ENSG00000198513	0.141849709	1.712303798	0.580012874	0.765408457	0.582558606	0.75733697	0.030544097	0.030544097	0	0	79	59	115	108	119	102	ATL1
ENSG00000114166	0.142030571	3.188517941	0.535564132	0.734368465	0.546153469	0.731746679	0.030544097	0.030544097	0	0	232	189	269	268	368	289	KAT2B
ENSG00000007237	0.142039725	1.398517346	0.588425634	0.771965195	0.636292592	0.79675678	0.030544097	0.030544097	0	0	63	51	86	70	80	111	GAS7
ENSG00000105135	0.142069124	4.07231587	0.492489075	0.698484253	0.557968286	0.740850004	0.030544097	0.030544097	0	0	366	194	884	650	568	509	ILVBL
ENSG00000112658	0.142087347	3.978198052	0.506920767	0.710275577	0.453388203	0.656212391	0.030544097	0.030544097	0	0	421	261	567	527	516	563	SRF
ENSG00000119681	0.142116399	1.084632852	0.575951246	0.762435272	0.592789512	0.764201804	0.030544097	0.030544097	0	0	60	30	74	75	69	67	LTBP2
ENSG00000178802	0.142145693	4.371946213	0.503305694	0.707680752	0.437444679	0.641977064	0.030544097	0.030544097	0	0	483	361	809	823	634	667	MPI
ENSG00000235472	0.142157402	1.098130934	0.599836832	0.780881389	0.619534029	0.78428031	0.030544097	0.030544097	0	0	51	34	81	87	70	57	EIF4A1P7
ENSG00000171103	0.142490836	3.893389941	0.507516814	0.710898016	0.489179844	0.684669794	0.030544097	0.030544097	0	0	390	249	538	626	390	507	TRMT61B
ENSG00000162231	0.142570339	4.568646186	0.502829925	0.707224147	0.434939001	0.640262295	0.030544097	0.030544097	0	0	566	454	832	743	858	819	NXF1
ENSG00000176915	0.142600755	6.095023925	0.49319066	0.698894802	0.370695467	0.584420725	0.030544097	0.030544097	0	0	1869	1137	2417	2518	2329	2172	ANKLE2
ENSG00000160551	0.142621087	8.0545692	0.490405083	0.696865326	0.406712414	0.616941583	0.030544097	0.030544097	0	0	6495	5128	9087	9100	9657	8516	TAOK1
ENSG00000136247	0.14263625	4.693217839	0.496976763	0.702014034	0.430976679	0.636898842	0.030544097	0.030544097	0	0	630	405	1066	979	813	860	ZDHHC4
ENSG00000271327	0.142711058	0.359875256	0.637853114	0.806821587	0.659243137	0.812102188	0.030544097	0.030544097	0	0	28	23	45	51	33	41	RP11-1109F11.3
ENSG00000105137	0.143177336	0.666234911	0.634927348	0.804977711	0.655268398	0.809818813	0.030544097	0.030544097	0	0	47	25	47	57	50	49	SYDE1
ENSG00000197885	0.143354427	4.072681173	0.502760756	0.707224147	0.433202848	0.638643467	0.030544097	0.030544097	0	0	409	291	637	624	561	538	NKIRAS1
ENSG00000127152	0.14339248	0.876001364	0.623516767	0.798392448	0.727973116	0.856281196	0.030544097	0.030544097	0	0	37	38	63	77	78	28	BCL11B
ENSG00000198915	0.143416944	3.698687683	0.509490859	0.71259733	0.455656306	0.658071326	0.030544097	0.030544097	0	0	342	229	445	480	402	444	RASGEF1A
ENSG00000197763	0.143426934	4.021877435	0.500680856	0.70518996	0.457793814	0.659964245	0.030544097	0.030544097	0	0	398	265	641	590	483	586	TXNRD3
ENSG00000033170	0.143495948	5.75490021	0.492205235	0.698293188	0.383678222	0.596285416	0.030544097	0.030544097	0	0	1263	1000	2000	1984	2020	1550	FUT8
ENSG00000241293	0.143500402	1.747139642	0.517658951	0.719223909	0.580417935	0.755797684	0.030544097	0.030544097	0	0	87	34	155	126	119	95	PPATP1
ENSG00000129696	0.143537626	3.466123263	0.505296108	0.708884724	0.476669699	0.675570614	0.030544097	0.030544097	0	0	280	170	440	385	423	322	TTI2
ENSG00000101144	0.143618478	1.844653395	0.556547247	0.749389028	0.603387592	0.773084023	0.030544097	0.030544097	0	0	101	58	119	91	153	116	BMP7
ENSG00000182841	0.143649386	2.419922712	0.530288402	0.730382565	0.522411262	0.712369773	0.030544097	0.030544097	0	0	145	86	189	186	173	183	RRP7B
ENSG00000235001	0.143899578	4.571887939	0.489409314	0.695802251	0.49346687	0.68819841	0.030544097	0.030544097	0	0	589	301	1104	936	796	714	EIF4A1P2
ENSG00000091490	0.143987896	6.626717808	0.488243102	0.695415635	0.391158902	0.602786338	0.030544097	0.030544097	0	0	2523	1806	3417	3605	3660	2901	SEL1L3
ENSG00000172366	0.14399432	1.778511849	0.526349522	0.727055859	0.577037406	0.754061726	0.030544097	0.030544097	0	0	104	37	135	127	97	122	FAM195A
ENSG00000165458	0.144143684	4.8056134	0.492945131	0.698819431	0.422387332	0.629904166	0.030544097	0.030544097	0	0	753	448	1032	875	970	1008	INPPL1
ENSG00000150756	0.144236459	3.85676632	0.497468593	0.702446444	0.481059286	0.678574239	0.030544097	0.030544097	0	0	356	216	608	579	518	393	FAM173B
ENSG00000196083	0.144399739	2.924674565	0.535771594	0.734509549	0.566446539	0.747037268	0.030544097	0.030544097	0	0	194	153	230	290	310	177	IL1RAP
ENSG00000196655	0.14443413	4.148659755	0.490903865	0.697251028	0.485890421	0.681721446	0.030544097	0.030544097	0	0	402	249	823	635	596	585	TRAPPC4
ENSG00000138107	0.144444775	5.948953389	0.487835138	0.695111879	0.376496907	0.590293365	0.030544097	0.030544097	0	0	1559	1046	2323	2082	2333	1922	ACTR1A
ENSG00000006534	0.144449712	3.055382443	0.515898165	0.71848294	0.529137822	0.7180572	0.030544097	0.030544097	0	0	219	144	287	371	208	272	ALDH3B1
ENSG00000124602	0.144521752	0.704850657	0.586152975	0.770320575	0.606862951	0.775687153	0.030544097	0.030544097	0	0	39	23	64	57	57	47	UNC5CL
ENSG00000152642	0.144966841	5.007015251	0.491361752	0.697619222	0.419166974	0.62736604	0.030544097	0.030544097	0	0	773	591	1166	1154	929	1205	GPD1L
ENSG00000176809	0.14497966	1.600783663	0.60016916	0.780881389	0.667954233	0.818012472	0.030544097	0.030544097	0	0	87	61	77	136	88	82	LRRC37A3
ENSG00000113240	0.144999998	4.27318846	0.499652694	0.704377426	0.421873556	0.629538955	0.030544097	0.030544097	0	0	470	374	655	689	678	613	CLK4
ENSG00000120910	0.145003353	3.629175772	0.50124676	0.705845477	0.448581378	0.652091329	0.030544097	0.030544097	0	0	294	207	488	430	432	402	PPP3CC
ENSG00000105221	0.14501075	5.347647852	0.488790829	0.695560284	0.382519045	0.594954334	0.030544097	0.030544097	0	0	998	719	1510	1444	1310	1417	AKT2
ENSG00000102854	0.145015229	2.912169471	0.519352922	0.720793306	0.51122392	0.70305175	0.030544097	0.030544097	0	0	188	133	268	264	216	284	MSLN
ENSG00000107897	0.145037269	5.416134743	0.488921141	0.695560284	0.378285435	0.591776592	0.030544097	0.030544097	0	0	1150	749	1450	1460	1522	1394	ACBD5
ENSG00000160948	0.145175771	4.245384804	0.493891107	0.699272553	0.42324388	0.63054318	0.030544097	0.030544097	0	0	486	305	728	713	607	624	VPS28
ENSG00000134444	0.145273853	5.889095986	0.48608126	0.693750594	0.359841728	0.575157196	0.030544097	0.030544097	0	0	1456	1063	2163	2097	2062	1923	KIAA1468
ENSG00000116906	0.145274947	6.049080296	0.483862548	0.691978121	0.395463048	0.606624252	0.030544097	0.030544097	0	0	1630	1003	2781	2377	2162	2254	GNPAT
ENSG00000136156	0.145345205	6.104799311	0.485641299	0.693420805	0.368590877	0.582710402	0.030544097	0.030544097	0	0	1744	1277	2354	2343	2550	2169	ITM2B
ENSG00000129317	0.145521596	5.790081062	0.48743359	0.694749096	0.392359728	0.604004706	0.030544097	0.030544097	0	0	1381	1121	1733	2122	1703	1859	PUS7L
ENSG00000142949	0.145644112	6.826811707	0.482150299	0.69044316	0.399212867	0.610111222	0.030544097	0.030544097	0	0	2873	1888	4328	4108	3439	4093	PTPRF
ENSG00000113790	0.145685435	3.757066179	0.49875909	0.703446028	0.441883356	0.645748193	0.030544097	0.030544097	0	0	336	227	512	507	435	442	EHHADH
ENSG00000018236	0.145702286	2.891107738	0.520160114	0.721678383	0.576514679	0.753792502	0.030544097	0.030544097	0	0	185	134	259	298	316	148	CNTN1
ENSG00000167103	0.145725913	3.673655889	0.502477228	0.707044534	0.532220094	0.72056938	0.030544097	0.030544097	0	0	330	216	462	618	415	288	PIP5KL1
ENSG00000145362	0.145799172	4.655880553	0.491685644	0.69790845	0.492368497	0.687144113	0.030544097	0.030544097	0	0	614	448	931	1135	923	555	ANK2
ENSG00000105085	0.145921358	1.415720326	0.574352338	0.761216003	0.581444051	0.756378	0.030544097	0.030544097	0	0	60	49	96	95	83	89	MED26
ENSG00000175886	0.146114415	3.005348054	0.508227419	0.7116805	0.47818988	0.676581933	0.030544097	0.030544097	0	0	200	131	307	289	254	275	RPL7AP66
ENSG00000132849	0.146211032	6.877032228	0.480942222	0.689940778	0.387769582	0.599738665	0.030544097	0.030544097	0	0	2909	2163	4154	4341	3615	4111	INADL
ENSG00000102125	0.146218709	2.507520771	0.510639474	0.713635428	0.521773583	0.711984001	0.030544097	0.030544097	0	0	149	79	230	218	196	166	TAZ
ENSG00000168301	0.146321329	3.368774064	0.499617809	0.704377426	0.460491584	0.661643983	0.030544097	0.030544097	0	0	275	165	380	379	366	312	KCTD6
ENSG00000271780	0.146333741	0.08104995	0.660486457	0.821757343	0.679560873	0.824919151	0.030544097	0.030544097	0	0	26	15	38	40	27	35	RP11-1017G21.5
ENSG00000167595	0.146335832	1.955620885	0.5336327	0.732684776	0.55068462	0.73556434	0.030544097	0.030544097	0	0	95	57	157	120	139	132	C19orf55
ENSG00000140455	0.146470242	6.355761037	0.481135952	0.689940778	0.370631948	0.584420725	0.030544097	0.030544097	0	0	2038	1463	2964	3009	2759	2650	USP3
ENSG00000132256	0.146568839	4.283410381	0.495591869	0.700513577	0.437343084	0.641977064	0.030544097	0.030544097	0	0	518	370	610	771	581	646	TRIM5
ENSG00000198369	0.146580474	5.24055933	0.48584165	0.693608079	0.383824176	0.596390004	0.030544097	0.030544097	0	0	860	727	1374	1374	1301	1207	SPRED2
ENSG00000145740	0.146746162	6.231541211	0.479618503	0.689135801	0.387208488	0.599526599	0.030544097	0.030544097	0	0	1928	1180	2961	2762	2597	2369	SLC30A5
ENSG00000078618	0.14683237	7.58201746	0.477961384	0.687873221	0.380964481	0.593851424	0.030544097	0.030544097	0	0	4680	3483	6944	6745	6354	6568	NRD1
ENSG00000185049	0.146919076	3.535299728	0.49524218	0.700338449	0.448377355	0.651915243	0.030544097	0.030544097	0	0	300	181	447	407	381	396	NELFA
ENSG00000162378	0.146955263	6.068757379	0.480298823	0.689690061	0.35568714	0.570203463	0.030544097	0.030544097	0	0	1673	1183	2455	2368	2202	2315	ZYG11B
ENSG00000169919	0.14701863	3.881407938	0.493856148	0.699272553	0.436715554	0.6416672	0.030544097	0.030544097	0	0	383	248	534	487	539	480	GUSB
ENSG00000242612	0.147067207	1.291409951	0.526715184	0.727318044	0.561456351	0.743626812	0.030544097	0.030544097	0	0	65	27	104	78	86	81	DECR2
ENSG00000142102	0.147099654	3.689773436	0.490618337	0.697027347	0.474173084	0.673595255	0.030544097	0.030544097	0	0	338	193	509	383	477	454	ATHL1
ENSG00000101019	0.147140442	5.03783458	0.48374993	0.691887499	0.382215676	0.594811767	0.030544097	0.030544097	0	0	843	558	1205	1218	1022	1130	UQCC1
ENSG00000152465	0.147214048	4.422456744	0.486468381	0.693873126	0.417691524	0.626024809	0.030544097	0.030544097	0	0	513	353	857	840	708	657	NMT2
ENSG00000154447	0.14722341	6.196969301	0.478082734	0.687873221	0.437288616	0.641977064	0.030544097	0.030544097	0	0	1805	1181	2939	2179	2377	2923	SH3RF1
ENSG00000013619	0.147248101	0.975745406	0.573573017	0.760668694	0.603248651	0.773084023	0.030544097	0.030544097	0	0	50	29	73	81	52	63	MAMLD1
ENSG00000156162	0.147601127	6.580195913	0.477388991	0.687391034	0.387483578	0.599688146	0.030544097	0.030544097	0	0	2273	1765	3499	3566	3566	2732	DPY19L4
ENSG00000246334	0.147719637	1.503573526	0.561575431	0.752901807	0.570678814	0.749803215	0.030544097	0.030544097	0	0	78	49	89	96	93	95	PRR7-AS1
ENSG00000163935	0.147751651	4.841028325	0.484330098	0.692326255	0.409845094	0.619611384	0.030544097	0.030544097	0	0	763	510	966	881	1067	981	SFMBT1
ENSG00000221990	0.147751928	0.209585994	0.644546851	0.810182012	0.663654982	0.814380258	0.030544097	0.030544097	0	0	31	15	41	39	33	40	C5orf55
ENSG00000120725	0.147807239	4.157963263	0.489565928	0.695813654	0.440362474	0.644523886	0.030544097	0.030544097	0	0	472	303	632	754	524	559	SIL1
ENSG00000166401	0.147990084	3.399548684	0.513324714	0.716557035	0.592122092	0.763771	0.030544097	0.030544097	0	0	242	242	302	389	469	226	SERPINB8
ENSG00000107890	0.148075092	5.558860089	0.481057183	0.689940778	0.391481988	0.603121737	0.030544097	0.030544097	0	0	1290	923	1377	1765	1557	1524	ANKRD26
ENSG00000144659	0.148131518	4.177833064	0.488621265	0.695533833	0.421068315	0.628738062	0.030544097	0.030544097	0	0	458	320	644	652	562	638	SLC25A38
ENSG00000100697	0.148149192	6.927007454	0.47523399	0.686345954	0.384064821	0.596671932	0.030544097	0.030544097	0	0	3081	2294	4085	4320	3829	4336	DICER1
ENSG00000138759	0.148184842	7.606505819	0.473814468	0.685026901	0.454374808	0.656767992	0.030544097	0.030544097	0	0	4512	3441	7603	9219	5751	5270	FRAS1
ENSG00000226278	0.148241106	2.286288693	0.523127349	0.724578097	0.534237342	0.722462378	0.030544097	0.030544097	0	0	113	78	197	187	175	135	PSPHP1
ENSG00000180346	0.14825102	4.147651238	0.488515966	0.695533833	0.418831083	0.627063738	0.030544097	0.030544097	0	0	432	314	652	690	564	566	TIGD2
ENSG00000107404	0.148460633	5.704090785	0.476764584	0.687073131	0.424121255	0.631075992	0.030544097	0.030544097	0	0	1484	852	1778	1981	1359	2005	DVL1
ENSG00000168096	0.148471298	2.812963217	0.505322581	0.708884724	0.510505048	0.702777351	0.030544097	0.030544097	0	0	203	105	247	229	219	265	ANKS3
ENSG00000155508	0.148485028	5.522624924	0.477325691	0.687388139	0.361961258	0.576458478	0.030544097	0.030544097	0	0	1148	788	1717	1535	1676	1504	CNOT8
ENSG00000140564	0.148503688	3.818445415	0.488868411	0.695560284	0.449737884	0.652947271	0.030544097	0.030544097	0	0	387	226	504	447	476	515	FURIN
