ENSG_ids	PUM1 KD average	PUM2 KD average	PUM1 OE average	PUM2 OE average	NORAD 48h siRNA average	NORAD 24h OE average
ENSG00000166595	-0,010522555	-0,252737013	-0,035876795	-0,091462309	0,059223915	0,158925217
ENSG00000181610	0,003200291	-0,155031846	-0,115156657	-0,032308477	-0,086585719	0,049202597
ENSG00000067992	0,067004429	0,372053156	0,308566403	0,112953826	-0,019583317	-0,189012887
ENSG00000090263	-0,068472044	-0,058495263	-0,131165186	-0,060520676	-0,269029255	-0,165164859
ENSG00000141378	-0,038926643	-0,173954753	-0,033322255	-0,007445605	0,002070055	-0,056961696
ENSG00000101391	0,007001632	-0,143090499	-0,089048307	-0,112049891	-0,062533678	-0,041842561
ENSG00000108551						
ENSG00000127952_ENSG00000262263	0,097488062	-0,059396711	-0,144652898	-0,124798562	-0,104108345	-0,014722875
ENSG00000131153	-0,018632527	0,028470706	0,087164787	-0,020091517	-0,009732872	-0,035441541
ENSG00000004799	0,124319997	0,58937838	0,497111807	0,443727919	0,294717405	-0,141913238
ENSG00000060762	-0,134648113	0,098537032	-0,021014429	-0,007335012	-0,125840547	-0,030004199
ENSG00000079150	0,028295463	0,631144618	0,186000913	0,315293511	-0,072927991	-0,287837421
ENSG00000056097	-0,065948202	-0,08125849	-0,241019774	-0,078277939	-0,087707804	-0,05248662
ENSG00000065802	0,085335525	-0,025870459	-0,006214363	-0,066504092	0,00640104	-0,032334517
ENSG00000005981						
ENSG00000013374	0,128770853	0,090102639	-0,000577412	-0,008093735	0,028901959	-0,079017598
ENSG00000081870	-0,214955139	-0,00306936	-0,015233506	0,048156793	-0,062231449	-0,167665856
ENSG00000133872	0,016150324	0,144912492	0,016426412	0,049255164	-0,094860753	-0,078616939
ENSG00000197594	-0,107755678	0,655297469	0,319790836	0,357243575	0,036614253	-0,059731173
ENSG00000159713		-0,364261357				
ENSG00000100628						
ENSG00000105926	-0,084938096	-0,004596308	-0,059201092	0,036802186	-0,111698519	-0,020807789
ENSG00000136960	0,085790973	-0,159294577	0,319026217	0,205014506	-0,083333603	-0,051915805
ENSG00000107882	0,091843107	0,174602711	0,095206676	-0,065879553	0,061096868	-0,115405759
ENSG00000143450		-0,559305617				
ENSG00000154269						
ENSG00000130332	0,027868757	-0,084285971	-0,016445501	-0,113299576	0,2701914	0,39877526
ENSG00000128534	-0,144027259	0,023739051	0,117715865	0,17651611	0,048870573	0,008841157
ENSG00000119203	-0,027865728	-0,020743355	-0,045682408	-0,029919176	-0,0237484	-0,053734481
ENSG00000167515	-0,004543909	-0,036826735	-0,121551897	-0,240683874	-0,025903932	-0,014178332
ENSG00000112406	-0,0105399	0,054656811	-0,009489267	0,09235632	-0,040380462	-0,053209237
ENSG00000111237	-0,05817877	0,05079656	-0,051229566	0,050320182	-0,054465587	-0,054273163
ENSG00000135390	0,106008855	-0,127407157	-0,006787213	-0,092804489	0,027794637	0,100783939
ENSG00000140992	0,060156832	-0,007488104	-0,048020523	-0,031868256	0,005174812	-0,03060529
ENSG00000166394						
ENSG00000087095	-0,087061389	0,044111307	0,046947608	0,010290428	-0,167326599	-0,141655855
ENSG00000142619	0,113111744	0,304132534	0,968641867	0,894488292	0,244866037	0,228985596
ENSG00000197142		1,774377847				
ENSG00000167191	0,100138753	0,506391361	0,294467028	0,114897377	-0,054909015	0,049296128
ENSG00000164035						
ENSG00000159348	0,008524453	-0,123671956	-0,007645113	0,008959513	0,005846479	0,128859841
ENSG00000197857	-0,18174139	0,271280684	0,011929174	0,27357803	-0,222509128	0,097889364
ENSG00000198843	-0,011421925	0,009809915	0,007410103	0,171372494	-0,007168967	-0,020503937
ENSG00000112210	-0,136940631	0,080156476	0,024340781	0,058069089	-0,167104687	-0,089195779
ENSG00000228695						
ENSG00000135932	-0,129153157	0,029390981	-0,082707035	0,108226369	-0,105161347	-0,132112806
ENSG00000091137	-0,846954683	-0,034871651	0,271619827	0,493323651	-0,130146975	0,318323381
ENSG00000087206	-0,024471925	-0,005874081	-0,027370217	-0,004148306	-0,0159942	-0,003256539
ENSG00000163833						
ENSG00000090520	-0,012053399	0,11533458	-0,04619699	0,080846526	-0,077533183	-0,029769595
ENSG00000162368	-0,106950346	0,105212293	0,009019974	0,167605502	-0,102847487	-0,115767483
ENSG00000161980	0,108791265	-0,311593018	-0,076312328	-0,196367918	0,079484342	0,015596411
ENSG00000084463	-0,006953398	0,025854171	-0,112130276	-0,036529697	0,015293202	0,039823153
ENSG00000101327						
ENSG00000100024		0,065912653				
ENSG00000198736	0,010463864	0,03340119	0,052623009	-0,12344796	-0,065535157	-0,081215027
ENSG00000158987	-0,117348793	-0,060458823	-0,091853668	0,007079511	-0,079379896	-0,113967761
ENSG00000157017		0,150884713				
ENSG00000174827_ENSG00000265111		-0,541794182				
ENSG00000186153	0,118653359	0,038076502	-0,013355074	-0,145194951	-0,041757485	0,036467996
ENSG00000054267	-0,21183372	0,073123123	-0,029905627	0,212591558	-0,122507669	-0,142158193
ENSG00000122223						
ENSG00000108848	-0,130750384	0,236594892	0,070355937	0,168644362	-0,027622562	-0,071866582
ENSG00000261371						
ENSG00000131097						
ENSG00000164307	0,086701455	0,191065352	0,146726313	0,205685217	-0,054300892	-0,146544581
ENSG00000137103	0,316130822	0,482929771	0,226669093	-0,161332706	0,274534081	0,075777926
ENSG00000167258	0,008405463	-0,085887302	-0,08387398	-0,025016412	-0,045448513	0,012984156
ENSG00000136819	-0,06549108	0,049828794	-0,066329081	0,006178587	0,075034227	0,045212364
ENSG00000132386	0,145174001	0,27053898	0,274618598	0,279139313	0,169170545	-0,221496859
ENSG00000103528	-0,072558423	0,20727677	0,022725371	0,019199441	0,170577379	-0,138664958
ENSG00000132932	0,058411967	0,176350914	0,093131333	0,095582771	-0,183138707	-0,167801729
ENSG00000166128	-0,038043301	0,089977894	0,003048903	0,154768238	-0,162696845	-0,125126395
ENSG00000132376	0,035100024	-0,066252587	-0,006448001	-0,363863194	0,019994234	0,002099465
ENSG00000127588						
ENSG00000134602	-0,102319599	0,152701955	-0,049743948	0,020064396	-0,221743602	-0,100007618
ENSG00000064115	0,001753008	0,242827442	0,027069777	0,034146477	-0,115387658	-0,112370662
ENSG00000048649	-0,124449323	0,041716059	-0,190850965	0,02420784	-0,114289214	-0,016917657
ENSG00000091436	-0,023475582	-0,124325786	-0,041972547	0,071557293	-0,100152518	-0,155955243
ENSG00000172399		-0,501307658				
ENSG00000120733	-0,015326774	0,061219881	-0,005335963	-0,004756131	-0,027107371	-0,073473243
ENSG00000181195						
ENSG00000154518	0,075012283	-0,07082163	0,147172813	0,107411826	0,05051162	0,035108083
ENSG00000262505_ENSG00000256394						
ENSG00000100625	-0,263113459	0,066015702	0,04183729	0,087571001	-0,005749469	-0,118278777
ENSG00000132423	-0,089125762	-0,061848613	-0,049949238	0,148146213	-0,129795694	-0,112352098
ENSG00000178372						
ENSG00000183785		-0,321250117				
ENSG00000164902	-0,062754179	-0,110041254	-0,133414515	-0,05085176	-0,080948767	-0,031577716
ENSG00000109586	-0,109275059	0,099882182	0,035793504	0,138946262	-0,104876487	-0,161246366
ENSG00000093072						
ENSG00000124299	0,134247796	0,079275902	0,128635266	-0,067118876	0,183989589	0,246281636
ENSG00000179094	0,077704847	-4,04E-05	-0,029218975	0,0063913	0,229490441	0,212431944
ENSG00000059691	-0,06091776	-0,012991615	-0,482942506	-0,411326471	-0,14192196	-0,100097088
ENSG00000127980	-0,063329861	-0,030861182	0,072038164	0,150590709	-0,128015362	-0,128083585
ENSG00000124587	0,241914935	0,356119701	0,264653769	0,033793096	0,127477937	0,325144583
ENSG00000112357	-0,022190946	-0,157815586	0,034977713	0,355943914	-0,112882112	0,045287446
ENSG00000157911	-0,034113336	0,334365806	0,058592012	0,058225186	0,326850995	0,367376457
ENSG00000108733	0,104096694	0,160100611	0,119260826	0,20498139	-0,032818717	0,199585204
ENSG00000162928	-0,097493914	0,169797227	0,016116558	0,033972219	-0,021915874	-0,11534045
ENSG00000142655	0,09506702	-0,162932598	-0,028419483	-0,077192491	0,293103359	0,419205546
ENSG00000163737						
ENSG00000109272						
ENSG00000178921	0,145494835	-0,136074301	-0,164104619	-0,243088338	0,059016208	0,124024195
ENSG00000126759		0,439537017				
ENSG00000143727	-0,100179075	-0,101803529	-0,064185471	0,022902195	-0,071687735	0,010724094
ENSG00000113068	0,014483443	-0,305033814	-0,286470774	-0,164704307	0,015431096	0,051693832
ENSG00000143256	0,099896822	-0,277203872	-0,193691324	-0,108539384	-0,003549039	0,259038858
ENSG00000101132	-0,178253638	-0,208286646	-0,14576465	0,056229833	-0,158109367	-0,017231402
ENSG00000123349	-0,040635376	-0,097607809	-0,005297515	0,034300025	0,010021919	-0,090043591
ENSG00000081923		-1,145273081				
ENSG00000158571		0,004906648				
ENSG00000123836	-0,042864416	0,155107739	0,037089564	0,063492772	-0,138284269	-0,081497545
ENSG00000170525	0,085043042	-0,091445096	-0,121918333	-0,103269962	-0,025854885	0,097560277
ENSG00000169020	0,037139678	-0,152234378	0,095930955	0,06979134	0,065929277	0,041525524
ENSG00000114268	-0,000417356	0,343928298	0,06440902	-0,060567231	-0,004708116	-0,024669145
ENSG00000141959	0,121385059	0,038704068	0,073330154	-0,094724686	0,171691831	0,279767001
ENSG00000205221						
ENSG00000152556	-0,012523287	-0,015800569	0,038923251	-0,112536598	-0,053489358	-0,030502442
ENSG00000067057	0,08431981	-0,220451387	-0,079669805	-0,166025801	0,205215431	0,188637829
ENSG00000108518	0,132207711	0,02019706	0,043206601	-0,185590849	0,203807591	0,223595667
ENSG00000070087	-0,039480222	0,098636975	0,05089159	0,066201107	-0,004882439	-0,094648642
ENSG00000058091	0,076237886	0,218213536	0,019646158	0,017726491	-0,076348067	-0,158310923
ENSG00000154723	-0,103491902	-0,068999052	0,023155392	0,081724529	0,036118293	-0,028439268
ENSG00000229183_ENSG00000256713						
ENSG00000171314	0,016391326	-0,117489998	-0,073622307	-0,147188231	0,05802372	0,008643813
ENSG00000164708						
ENSG00000096088						
ENSG00000142657	0,0123539	0,00818216	-0,01387671	-0,096205681	0,045806775	-0,086176329
ENSG00000119630	0,016793415	0,574153767	0,35436461	-0,173400557	-0,405174273	0,072879526
ENSG00000164219	-0,095927736	-0,10566317	-0,197317388	0,05912471	-0,058516212	-0,121632023
ENSG00000114573	0,044432669	0,14168913	0,039398996	0,082258194	-0,122835731	-0,15124048
ENSG00000102144_ENSG00000269666	0,057754354	0,013680378	0,035109759	0,027919265	-0,034181575	-0,066405497
ENSG00000170950						
ENSG00000079739	0,016147761	0,210237842	0,059008258	0,055317245	-0,002822839	-0,039517187
ENSG00000013375	-0,08953459	0,048916209	0,165972756	0,190106341	-0,075687203	-0,114472528
ENSG00000266607_ENSG00000154330	-0,012270712	-0,150816515	-0,058441989	-0,229806665	-0,037968035	0,031148395
ENSG00000082175						
ENSG00000085563	-0,073148741	-0,319832174	-0,375616421	-0,161871344	-0,120054275	0,001361283
ENSG00000005471	-0,079999601	0,519595887	0,077371451	-0,056301792	-0,153552704	-0,221452341
ENSG00000167085	0,081223201	-0,138451529	-0,091169993	-0,183706432	0,005465374	0,104947704
ENSG00000116039_ENSG00000271809						
ENSG00000075415	-0,001124539	-0,159134307	0,052447017	0,03266054	0,00273989	0,068364447
ENSG00000102174	0,019984963	0,037666683	0,694443617	-0,683388374	-0,268094867	-0,063961477
ENSG00000239756_ENSG00000112511_ENSG00000225553	0,129923066	-0,022062652	-0,073408845	-0,135151502	0,039254477	0,086055054
ENSG00000197724	0,098414881	0,15430496	-0,010729077	-0,018168731	0,065910084	0,03900583
ENSG00000067177_ENSG00000268579	-0,04856491	-0,14293982	0,06712396	0,037394732	0,084035477	0,05618836
ENSG00000044446	0,04113686	0,157184764	0,107958609	0,027558404	0,036647236	-0,036664271
ENSG00000102893	-0,041755678	0,10667021	0,071653562	0,147614556	-0,035638925	-0,127051435
ENSG00000147416	0,024623873	-0,076761798	-0,107753005	-0,048564254	-0,029979973	-0,01315606
ENSG00000226075_ENSG00000164776		0,823340439				
ENSG00000156873	0,060297782	0,073443573	0,065627824	-0,058221627	0,102296292	0,102712871
ENSG00000107537	-0,095157189	0,291561203	0,067558301	0,206778318	-0,100622824	-0,080363486
ENSG00000197249	0,123700944	0,568804133	0,483543381	0,412330513	0,085231988	-0,023982035
ENSG00000124102	0,061426507	-0,041156814	-0,697226913	-0,42642593	-0,504834879	-0,662611897
ENSG00000100665						
ENSG00000206075		0,684370997				
ENSG00000124570	0,040444976	-0,068978509	-0,162435233	-0,141919998	-0,110062507	-0,130418355
ENSG00000185883	0,097062134	-0,131105768	0,138807649	0,029389545	0,409813155	0,49201499
ENSG00000135919	0,06479383	0,270671565	0,229382278	0,197897233	-0,053727242	-0,124693896
ENSG00000166401	0,017867699	-0,144204529	-0,045402515	-0,05871961	-0,103759833	-0,070999674
ENSG00000170542		0,528242477				
ENSG00000242550						
ENSG00000163536	0,050571994	1,018506385	0,170960415	-0,070652085	-0,287172997	-0,5057432
ENSG00000197641						
ENSG00000114204		1,072709406				
ENSG00000165195	-0,134272763	0,062989379	0,153005277	0,309169896	-0,100063258	0,085749007
ENSG00000135845	0,017266479	0,037914587	0,069588833	0,015899251	-0,098634158	-0,012135782
ENSG00000155097	-0,082565993	-0,017439152	-0,015474468	0,078055434	-0,070128842	-0,08138675
ENSG00000151665	-0,146181472	-0,164221197	0,045496502	0,057310831	-0,145090742	0,025042872
ENSG00000100564	-0,08568952	-0,181785188	0,023785061	0,056819764	-0,095944063	0,047306052
ENSG00000162896						
ENSG00000011405	-0,242693941	-0,012792491	-0,070447831	0,049550058	-0,117094028	-0,101081316
ENSG00000133056	0,070730679	0,533312722	0,152420718	0,039264	0,107697785	0,011449963
ENSG00000139144						
ENSG00000078142	0,047791055	-0,076073424	0,004453389	0,099596522	-0,080729725	-0,049650598
ENSG00000131100	0,005407855	-0,057299893	-0,036433906	-0,028052133	-0,012369424	-0,100017691
ENSG00000121879	-0,19446899	-0,057959477	-0,076170476	0,064129473	-0,148352963	-0,149660621
ENSG00000051382	-0,036112091	-0,023197972	0,050346489	0,028168449	-0,066136673	-0,081956586
ENSG00000137193	0,134124964	0,025371854	-0,018718972	-0,050405533	0,041622859	-0,014613893
ENSG00000171608	0,066118992	0,035932469	-0,07508706	-0,028537198	0,146844495	0,071766599
ENSG00000105851		1,129639207				
ENSG00000145675	-0,064491791	0,374442553	0,040669949	0,003630907	-0,109086117	-0,200901301
ENSG00000105647_ENSG00000268173	0,202861358	0,237792551	0,197763531	0,041400831	0,212992558	0,072022278
ENSG00000241973	0,04099619	0,045425958	0,013261531	-0,069881469	0,03666308	0,039751009
ENSG00000143393	0,059707557	-0,052429255	-0,029075727	-0,126740868	0,056969248	0,061376619
ENSG00000134575	0,068215206	0,079341145	-0,110775177	-0,228277336	0,092911669	0,056108058
ENSG00000127445	0,108204367	-0,295876283	0,131199373	0,106827759	0,360986598	0,363006174
ENSG00000229359						
ENSG00000102309	-0,012698651	-0,170430324	-0,027609019	-0,097927254	0,038088102	-0,138479486
ENSG00000159763						
ENSG00000150867	-0,077060129	0,180463992	-0,052532627	-0,019751631	-0,060458548	-0,147919427
ENSG00000174238	0,041880609	0,0248129	-0,009209796	-0,150587008	-0,023595522	0,017214209
ENSG00000069011	0,088007229	-0,141770032	0,342972113	0,361718093	0,7101309	0,825237769
ENSG00000164093	-0,118237776	0,446970453	0,269115529	0,412562472	0,259234644	0,087263938
ENSG00000107859						
ENSG00000118762	-0,063054933	0,221506628	0,11445555	0,086941144	-0,018943465	-0,044946105
ENSG00000262785_ENSG00000143627						
ENSG00000170927	-0,070905294	1,048748298	0,033278402	0,057437629	-0,211477012	-0,487569309
ENSG00000067225	0,086575058	0,064258996	-0,034521051	-0,131023407	0,036899537	0,017222777
ENSG00000160199	-0,049681082	-0,070207394	0,024973052	0,084235981	0,025791785	-0,03728275
ENSG00000081277						
ENSG00000057294	-0,055531634	0,107345451	-0,093314703	-0,045284579	0,072474412	-0,056733043
ENSG00000170890						
ENSG00000188257						
ENSG00000116711	-0,12685383	0,071652215	-0,038753152	0,273765729	-0,3081923	-0,153033863
ENSG00000127472						
ENSG00000181690	-0,161002085	0,170500839	0,211904765	0,202177396	0,031177361	-0,094168333
ENSG00000126003	0,066176883	-0,07999083	-0,025814237	-0,119690655	0,080923742	0,078401527
ENSG00000104368	0,076509527	0,828134816	0,218285967	0,127892928	0,116738462	-0,010348721
ENSG00000122861	0,08219233	0,52791148	0,276778078	0,140748378	0,225403371	0,109577765
ENSG00000011422	0,087067349	-0,121132992	0,175918379	-0,106369992	0,180188384	0,048211648
ENSG00000117410	0,149171502	-0,189787152	-0,083307683	-0,08971499	0,056659947	0,293458368
ENSG00000137841	-0,039901961	0,555794091	-0,001209444	-0,051750617	0,181546132	0,077133953
ENSG00000149782	0,097756357	0,088985561	0,011747746	-0,154796091	0,088552965	0,110329675
ENSG00000101333	-0,178265003	-0,532476524	0,058849726	-0,204785097	0,002489504	0,029968812
ENSG00000187091	-0,026756778	0,229317662	0,246383445	0,008099529	0,246989433	-0,031965322
ENSG00000119866	-0,016953398	0,384128522	0,187822263	-9,24E-05	0,170017527	-0,077518841
ENSG00000147183						
ENSG00000064726	-0,096971942	0,031940628	-0,055687191	0,122440119	-0,109519878	-0,12935697
ENSG00000115896		0,371694634				
ENSG00000064199	-0,074064701	0,090946981	0,082487881	0,22407153	-0,135033806	-0,05167019
ENSG00000172458	-0,366004498	0,563566731	-0,333302285	0,15949648	-0,577440684	-0,071015322
ENSG00000170502	0,022191271	0,081138709	-0,108569041	0,008282595	-0,06369066	-0,03266518
ENSG00000204116	-0,178209688	0,113056125	0,089512399	0,199004264	-0,177468493	-0,088927564
ENSG00000213996						
ENSG00000136404		-0,62332855				
ENSG00000160185						
ENSG00000165861	0,063373997	-0,097361952	-0,093669651	-0,072469375	-0,076655078	0,023603845
ENSG00000124181	0,057031553	0,283906212	0,105970856	0,047982503	0,041285138	-0,05769831
ENSG00000168702		1,668631304				
ENSG00000152782	-0,042339994	0,551674774	0,100625354	0,026539313	-0,028465077	-0,05059876
ENSG00000148082	0,371888718	0,381727717	-0,391310386	0,393500574	-0,211427077	-0,722257825
ENSG00000197943	-0,034611986	0,151930369	-0,060140626	-8,97E-05	0,045251765	0,020105581
ENSG00000075651	-0,17621124	-0,273077839	-0,158813016	0,024784785	0,026485495	0,022728662
ENSG00000138750	-0,167874012	-0,009626288	-0,062061775	0,014488534	-0,141561095	-0,164330248
ENSG00000186815	-0,003471612	0,007999887	0,133537859	0,02153383	0,110955332	0,149269636
ENSG00000129219	0,015783755	-0,11170832	0,195157521	-0,241457624	0,002627949	0,119077768
ENSG00000261109_ENSG00000178209	0,100282616	-0,039053687	0,08341082	-0,014855354	0,396627415	0,470288244
ENSG00000122194						
ENSG00000112782	-0,166103764	1,28488107	0,10731859	0,450809553	0,036912575	-0,257113566
ENSG00000168818	-0,067292052	-0,065957016	-0,143818985	-0,029296278	-0,030203446	-0,148053006
ENSG00000115956						
ENSG00000167711	0,04093084	0,080965282	0,358428772	0,824676261	0,247423973	0,121206048
ENSG00000166819		-0,725750426				
ENSG00000166851	0,00750445	-0,145442559	-0,067473539	-0,095582648	0,149054231	0,170386112
ENSG00000266964		-1,05194079				
ENSG00000089356						
ENSG00000198523		0,720550303	0,578928912	0,588685025	-0,178164347	0,07067098
ENSG00000083444	0,168729241	0,280845303	0,2073292	0,015905048	0,075412127	0,01244265
ENSG00000152952	-0,150691815	0,151640441	0,05597419	0,159169647	-0,066559653	-0,158480387
ENSG00000123560	-0,480784779	0,887273029	0,488302942	0,392012862	-0,551556007	-1,094875089
ENSG00000102007_ENSG00000269034	0,065141502	-0,094893671	0,011843141	0,022045039	0,130606364	0,135125845
ENSG00000171566	-0,091254054	-0,046977542	-0,050265694	0,000997605	-0,082566481	-0,021770229
ENSG00000120756	-0,068438254	-0,097207753	-0,063171741	0,059410552	0,048964225	0,045389682
ENSG00000102024_ENSG00000268767	-0,078701845	0,01567211	-0,073787488	0,020246484	-0,132194378	-0,151242585
ENSG00000188313	-0,089276471	0,162636969	0,01838977	0,165404147	0,054840337	-0,025787875
ENSG00000100979	-0,211981489	-0,496829996	-0,197007102	-0,223988485	-0,869904335	-0,281306306
ENSG00000114554	0,141241215	-0,007146465	0,073514236	-0,06993262	0,236311625	0,286133072
ENSG00000071655	0,174788611	-0,004321385	0,275595709	0,0724372	0,61112874	0,631086112
ENSG00000008277	-0,006736626	0,674452532	0,250396502	0,215221525	0,081715849	-0,284685311
ENSG00000076356	-0,045884595	0,028447737	0,214274548	0,181946901	0,108263964	0,20820385
ENSG00000135697		0,306648338				
ENSG00000115592						
ENSG00000104960	0,037862645	0,063686613	0,086094592	-0,145764323	0,109395898	0,069396356
ENSG00000180739	0,041689107	0,558390685	0,199474116	0,177765142	0,295009712	0,168449919
ENSG00000164050	0,035706179	0,175859633	0,083137592	-0,05441447	0,048708746	0,204588362
ENSG00000198753_ENSG00000268591	-0,022444404	0,361055407	0,214217889	0,021192891	0,442719523	0,461483985
ENSG00000141682	-0,076597554	-0,01065011	-0,161640716	0,077934241	-0,164091254	-0,073057979
ENSG00000183395						
ENSG00000168081						
ENSG00000168967						
ENSG00000071553_ENSG00000269668	0,131233505	0,111194455	0,060879851	-0,086806331	0,110912655	0,088987244
ENSG00000169040						
ENSG00000140464	0,088947991	0,264224826	0,157944815	-0,006346416	0,143135505	0,21363284
ENSG00000100417	-0,004274401	-0,112819821	0,073413132	-0,161555527	0,034158	0,022953858
ENSG00000140650	-0,007386719	-0,267959447	0,019372725	-0,04414487	0,047902084	0,215536212
ENSG00000147588						
ENSG00000109099	0,062042145	0,657041921	0,281377629	0,179716676	0,050992258	-0,122712124
ENSG00000064933	-0,151434423	-0,019180878	0,043370802	0,175634163	-0,093034587	-0,031075559
ENSG00000165240_ENSG00000269395	-0,006543767	0,200261645	0,084336878	0,066128566	-0,10567777	-0,242523707
ENSG00000067601	-0,1423021	-0,24360712	0,045791487	-0,115521588	-0,035042518	-0,009861619
ENSG00000183145		0,044310557				
ENSG00000221946		-0,001755181				
ENSG00000089327	0,048660367	0,138605995	0,049800374	-0,214210501	0,218926358	0,012441655
ENSG00000150201						
ENSG00000181631						
ENSG00000139572						
ENSG00000016402	0,071032401	0,101149813	0,18203898	-0,058860196	-0,003663997	-0,240216672
ENSG00000174564		0,188959612				
ENSG00000127418	0,071322995	0,002834529	0,062415174	-0,189055411	0,21829942	0,118344836
ENSG00000138271	0,091810401	-0,064705164	-0,219851541	-0,184645571	-0,023404282	0,028005048
ENSG00000171067	0,035582297	-0,118281906	-0,001209063	-0,092881782	0,157565918	0,083078514
ENSG00000099834						
ENSG00000151718_ENSG00000177300						
ENSG00000127957_ENSG00000261876	0,057509209	0,167982802	-0,012149074	-0,381003591	0,157898889	0,016781571
ENSG00000241837	-0,056868813	-0,107217303	-0,064169527	-0,058589053	-0,10365869	-0,046475987
ENSG00000095777	-0,09246576	0,315553178	0,060896733	-0,02638505	-0,091826205	-0,057767463
ENSG00000137857						
ENSG00000169228	-0,119956119	0,179183982	0,022051661	0,041745705	0,122514654	0,145774593
ENSG00000152684	-0,000411216	0,087033196	-0,139799035	-0,176742949	-0,064453317	0,099132684
ENSG00000139155						
ENSG00000123737	-0,026021062	0,00581453	-0,050569066	0,025032487	0,034844328	-0,054588433
ENSG00000240344	-0,045059462	0,052416743	0,163649758	0,156456242	-0,051647403	-0,104939103
ENSG00000171824	-0,024843732	-0,088919603	-0,16618763	-0,166433057	0,008777791	-0,020838827
ENSG00000132446						
ENSG00000149972		0,155365577				
ENSG00000169118	0,045891636	0,132773037	-0,099959843	-0,13420993	-0,076930504	-0,121743985
ENSG00000128274	-0,137020381	0,099913587	0,369329777	0,346883406	0,789277705	0,814795812
ENSG00000122512	-0,010550732	-0,049292625	-0,038802308	0,024159177	-0,004177552	-0,089886166
ENSG00000116132	-0,173193116	0,013093215	0,058572457	0,156806083	-0,245058104	-0,057492987
ENSG00000165934	-0,038292388	-0,029666944	-0,244275608	-0,044620875	-0,100305415	-0,015098875
ENSG00000102575		-0,623693566				
ENSG00000123191	0,134466622	0,202420777	0,033099151	0,039801865	-0,036613068	-0,126431169
ENSG00000185658	-0,238701551	0,127928304	-0,023839803	0,127660287	-0,150517777	-0,085138799
ENSG00000160190	0,02869247	0,476164202	0,065230434	-0,007822331	0,095910155	-0,041789545
ENSG00000185272	-0,247047839	0,340715955	0,139877163	0,329718068	-0,213452503	-0,223020307
ENSG00000183570						
ENSG00000160298	-0,048408264	-0,014663683	0,316620859	0,061562449	0,251155912	0,161070404
ENSG00000182362	-0,180236477	-0,02629537	0,170360785	-0,141292389	0,043950765	0,020676549
ENSG00000175535						
ENSG00000230978						
ENSG00000205670	-0,067427082	0,008116707	0,019017909	0,018994398	0,082531335	0,152537828
ENSG00000159055	0,002298343	-0,050346823	-0,089559763	0,0134676	-0,077917206	0,060494039
ENSG00000262273_ENSG00000187021						
ENSG00000185433		-0,434409565				
ENSG00000231755						
ENSG00000266200_ENSG00000165862		0,617976925				
ENSG00000235890_ENSG00000273337	0,088588572	0,479066601	-0,124420915	-0,07855032	0,289615143	-0,190208843
ENSG00000175894_ENSG00000272728						
ENSG00000225298						
ENSG00000232401						
ENSG00000141744						
ENSG00000227702						
ENSG00000185917	-0,102278641	-0,091680789	-0,095118302	-0,141234056	-0,084498192	-0,074378743
ENSG00000183844						
ENSG00000183421						
ENSG00000159212						
ENSG00000186088	-0,165779247	0,417319771	0,047513892	0,216002852	0,158832245	-0,152705543
ENSG00000239732		0,744763861				
ENSG00000148229	0,040601115	-0,124637444	-0,026479955	0,029771123	-0,007659758	0,040428936
ENSG00000104472	-0,081689482	-0,031115511	-0,0410283	-0,013871998	-0,001207156	0,03045953
ENSG00000100941	-0,027447648	-0,009375212	0,003244468	0,097606303	0,015119068	0,026063791
ENSG00000181656						
ENSG00000122042	-0,110494562	0,200174883	0,02756118	0,127323284	-0,197940795	-0,098708879
ENSG00000108387	-0,057252979	0,115986813	0,402231243	0,151060783	0,204979622	0,207721061
ENSG00000184856_ENSG00000262510						
ENSG00000171357	-0,130693898	0,175801807	0,58917495	0,734975249	0,620452464	0,260967176
ENSG00000222041	-0,046746103	-0,294069645	0,007299569	-0,063376272	0,072472646	0,083927625
ENSG00000154719	-0,09566235	-0,177289021	-0,274418915	-0,019339952	-0,154143797	-0,020266385
ENSG00000154642	-0,129644457	0,033553261	0,036006338	0,182896007	-0,162412541	-0,099253438
ENSG00000241852	0,097275223	0,154676795	0,103983357	0,000666439	0,111822188	0,168663865
ENSG00000197021_ENSG00000268871	-0,023614586	-0,290268706	-0,003083652	-0,132640439	0,018207645	0,225618002
ENSG00000043093	-0,061363382	0,059679311	-0,029026273	0,137834332	-0,110842179	-0,166712685
ENSG00000095380	0,029729378	-0,074784577	0,058757873	-0,047510423	0,083691727	0,110537016
ENSG00000128567	-0,034173531	0,327287863	0,088551694	-0,092947689	0,020967774	-0,193144086
ENSG00000172115	-0,13387584	-0,158792135	0,049485006	0,235597596	-0,146918093	-0,030542895
ENSG00000116285	-0,023135774	0,129981348	0,232171104	0,347430667	-0,046202296	-0,010997634
ENSG00000100433	-0,387555389	-0,108111643	-0,125231965	0,413969796	-0,126357403	0,249717978
ENSG00000095970						
ENSG00000124731						
ENSG00000147481						
ENSG00000101868	0,009968199	0,003980291	-0,03927076	0,067382427	-0,105480312	-0,049686898
ENSG00000172554		0,431899946				
ENSG00000070501	-0,179067581	-0,038266123	0,090932637	0,229968325	-0,013630325	-0,112896832
ENSG00000062822	0,076389494	-0,162642168	0,198080854	-0,000648203	0,402080981	0,403713961
